deck_file,format,expected_key,apl_found,apl_class,apl_module,apl_quality,apl_base_class,apl_def_count,match_apl_found,match_apl_class,match_apl_quality,mainboard_count,sideboard_count,load_status,notes
green_devotion_pioneer.txt,pioneer,greendevotion,no,,,NOT_REGISTERED,,0,no,,NOT_REGISTERED,60,15,ok,no APL_REGISTRY entry
gruul_prowess_pioneer.txt,pioneer,gruulprowess,no,,,NOT_REGISTERED,,0,no,,NOT_REGISTERED,60,15,ok,no APL_REGISTRY entry
izzet_lessons_pioneer.txt,pioneer,izzetlessons,yes,IzzetLessonAPL,apl.izzet_lesson,UNKNOWN_BASE,?,1,no,,NOT_REGISTERED,60,15,ok,falls back to GoldfishAdapter
izzet_phoenix_pioneer.txt,pioneer,izzetphoenix,yes,IzzetPhoenixAPL,apl.izzet_phoenix,HAND_TUNED,BaseAPL,4,no,,NOT_REGISTERED,60,15,ok,falls back to GoldfishAdapter
izzet_prowess_pioneer.txt,pioneer,izzetprowess,yes,IzzetProwessAPL,apl.izzet_prowess,HAND_TUNED,BaseAPL,8,yes,IzzetProwessMatchAPL,HAND_TUNED,60,15,ok,
lotus_combo_pioneer.txt,pioneer,lotuscombo,no,,,NOT_REGISTERED,,0,no,,NOT_REGISTERED,60,15,ok,no APL_REGISTRY entry
mono_red_aggro_pioneer.txt,pioneer,monoredaggro,yes,MonoRedAggroAPL,apl.mono_red_aggro,HAND_TUNED,BaseAPL,9,yes,MonoRedMatchAPL,HAND_TUNED,60,15,ok,
orzhov_midrange_pioneer.txt,pioneer,orzhovmidrange,no,,,NOT_REGISTERED,,0,no,,NOT_REGISTERED,60,15,ok,no APL_REGISTRY entry
rakdos_demons_pioneer.txt,pioneer,rakdosdemons,no,,,NOT_REGISTERED,,0,no,,NOT_REGISTERED,60,15,ok,no APL_REGISTRY entry
selesnya_company_pioneer.txt,pioneer,selesnyacompany,no,,,NOT_REGISTERED,,0,no,,NOT_REGISTERED,60,15,ok,no APL_REGISTRY entry
azorius_aggro_standard.txt,standard,azoriusaggro,yes,AzoriusAggroAPL,apl.azorius_aggro_standard,UNKNOWN_BASE,?,0,no,,NOT_REGISTERED,60,15,ok,falls back to GoldfishAdapter
azorius_control_standard.txt,standard,azoriuscontrol,no,,,NOT_REGISTERED,,0,no,,NOT_REGISTERED,60,15,ok,no APL_REGISTRY entry
boros_aggro_standard.txt,standard,borosaggro,no,,,NOT_REGISTERED,,0,no,,NOT_REGISTERED,60,15,ok,no APL_REGISTRY entry
dimir_aggro_standard.txt,standard,dimiraggro,no,,,NOT_REGISTERED,,0,no,,NOT_REGISTERED,62,15,"ok (custom_variant triaged, mb=62 sb=15)",no APL_REGISTRY entry
dimir_midrange_standard.txt,standard,dimirmidrange,yes,DimirMidrangeAPL,apl.dimir_midrange,HAND_TUNED,BaseAPL,3,yes,DimirOculusMatchAPL,HAND_TUNED,60,15,ok,
domain_ramp_standard.txt,standard,domainramp,no,,,NOT_REGISTERED,,0,no,,NOT_REGISTERED,60,15,ok,no APL_REGISTRY entry
esper_pixie_standard.txt,standard,esperpixie,no,,,NOT_REGISTERED,,0,no,,NOT_REGISTERED,60,15,ok,no APL_REGISTRY entry
four_color_overlords_standard.txt,standard,fourcoloroverlords,no,,,NOT_REGISTERED,,0,no,,NOT_REGISTERED,60,15,ok,no APL_REGISTRY entry
grixis_discard_standard.txt,standard,grixisdiscard,no,,,NOT_REGISTERED,,0,no,,NOT_REGISTERED,60,15,ok,no APL_REGISTRY entry
gruul_aggro_standard.txt,standard,gruulaggro,no,,,NOT_REGISTERED,,0,no,,NOT_REGISTERED,60,15,ok,no APL_REGISTRY entry
izzet_cauldron_standard.txt,standard,izzetcauldron,no,,,NOT_REGISTERED,,0,no,,NOT_REGISTERED,60,15,ok,no APL_REGISTRY entry
izzet_control_standard.txt,standard,izzetcontrol,yes,IzzetControlAPL,apl.izzet_control_standard,STUB,GenericAPL,1,no,,NOT_REGISTERED,60,15,ok,falls back to GoldfishAdapter; GenericAPL stub
izzet_lesson_standard.txt,standard,izzetlesson,yes,IzzetLessonAPL,apl.izzet_lesson,UNKNOWN_BASE,?,1,no,,NOT_REGISTERED,60,15,ok,falls back to GoldfishAdapter
izzet_lessons_standard.txt,standard,izzetlessons,yes,IzzetLessonAPL,apl.izzet_lesson,UNKNOWN_BASE,?,1,no,,NOT_REGISTERED,60,15,ok,falls back to GoldfishAdapter
izzet_prowess_standard.txt,standard,izzetprowess,yes,IzzetProwessAPL,apl.izzet_prowess,HAND_TUNED,BaseAPL,8,yes,IzzetProwessMatchAPL,HAND_TUNED,60,15,ok,
izzet_spellementals_standard.txt,standard,izzetspellementals,no,,,NOT_REGISTERED,,0,no,,NOT_REGISTERED,60,15,ok,no APL_REGISTRY entry
jeskai_control_standard.txt,standard,jeskaicontrol,yes,JeskaiControlAPL,apl.jeskai_control,HAND_TUNED,BaseAPL,3,yes,JeskaiBlinkMatchAPL,HAND_TUNED,60,15,ok,
mono_green_aggro_standard.txt,standard,monogreenaggro,yes,MonoGreenAggroAPL,apl.mono_green_aggro_standard,STUB,GenericAPL,1,no,,NOT_REGISTERED,60,15,ok,falls back to GoldfishAdapter; GenericAPL stub
mono_green_landfall_standard.txt,standard,monogreenlandfall,yes,MonoGreenLandfallAPL,apl.mono_green_landfall,HAND_TUNED,BaseAPL,3,no,,NOT_REGISTERED,60,15,ok,falls back to GoldfishAdapter
mono_red_aggro_standard.txt,standard,monoredaggro,yes,MonoRedAggroAPL,apl.mono_red_aggro,HAND_TUNED,BaseAPL,9,yes,MonoRedMatchAPL,HAND_TUNED,60,15,ok,
roaming_elementals_standard.txt,standard,roamingelementals,yes,RoamingElementalsAPL,apl.roaming_elementals_standard,STUB,GenericAPL,1,no,,NOT_REGISTERED,60,15,ok,falls back to GoldfishAdapter; GenericAPL stub
simic_cub_standard.txt,standard,simiccub,no,,,NOT_REGISTERED,,0,no,,NOT_REGISTERED,60,15,ok,no APL_REGISTRY entry
simic_jackal_standard.txt,standard,simicjackal,no,,,NOT_REGISTERED,,0,no,,NOT_REGISTERED,60,15,ok,no APL_REGISTRY entry
simic_rhythm_standard.txt,standard,simicrhythm,no,,,NOT_REGISTERED,,0,no,,NOT_REGISTERED,60,15,ok,no APL_REGISTRY entry
superior_doomsday_standard.txt,standard,superiordoomsday,yes,SuperiorDoomsdayAPL,apl.superior_doomsday_standard,UNKNOWN_BASE,?,0,no,,NOT_REGISTERED,60,15,ok,falls back to GoldfishAdapter
humans_new.txt,unknown,humansnew,no,,,NOT_REGISTERED,,0,no,,NOT_REGISTERED,60,15,ok,no APL_REGISTRY entry
